Identifier,Age,Education,Indutry_Groups,Industry_Domain,Marital_Status,Occupation,Customer_Segment,Gender,Metropolitan_City,Residence,Insurance_Product_type,Insurance_Acquisition_Channel,Active_Bank_Products,Total_Bank_Products,Commercial_Loan,Consumer_Auto_Loan,Mortgage_Loan,Personal_Loan,Credit_Card,Deposit,Pre-Approved Auto Limit,Pre-Approved Mortgage Limit,Pre-Approved Personal Limit,Tenure_with_Bank_Group,Tenure_of_Insurance,Salary_Amount,Credit_Limit,Total_Asset_Under_Mngmnt,Avg_Monthly_Balance,Application_Score,Behavioural_Score
7440,44.6,University,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Privilege Banking,Male,Others,Company Provided Housing,Auto Insurance,Direct,4,5,0,1,0,1,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,3.67,33702.55,290400,10656.52,4699.132811,362,705
7441,38.0,University,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Health Insurance,Bank,3,4,0,0,0,1,1,0,"<480,000","<2,500,000",ZERO,<=10 YRS,1.73,18888.73,126700,4418.54,8676.505272,398,690
7443,36.1,University,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Chennai,Own House,Auto Insurance,Bank,0,2,0,1,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,6.59,NA,NA,55.08,569.0724546,348,709
7444,36.3,University,Government & NGO,Public Services,DIVORCED,Government Job,Individual,Female,Ahmedabad,Living in a house owned by a family member,Auto Insurance,Bank,4,4,0,1,0,1,1,1,MISSING,MISSING,MISSING,<=5 YRS,1.86,NA,NA,14034.15,23564.08434,381,632
7445,54.3,University,Services,Health,SINGLE,Non- Government Job,Privilege Banking,Female,Indore,Own House,Small and Medium Enterprises Insurance,Agent,2,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.06,147000,180800,0.54,9210.229496,345,581
7446,33.6,High School,Services,Private Security,DIVORCED,Non- Government Job,Individual,Male,Others,Living with Family,Home Insurance,Bank,2,2,0,0,0,1,0,1,"<120,000",ZERO,ZERO,<=5 YRS,0.10,10094.32,NA,24662.48,4531.92371,311,696
7448,30.8,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Credit Card Insurance,Bank,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.72,11562.16,36000,2.52,6573.066336,379,711
7450,35.7,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,3,3,0,0,1,0,1,0,MISSING,MISSING,MISSING,>10 YRS,1.77,12183.36,NA,1558.16,56712.63129,387,656
7452,27.2,High School,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Credit Card Insurance,Bank,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,2.42,17515.08,4800,315,7996.753149,300,584
7453,27.3,University,Trade/Merchandise,Information & Techonology,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,2,4,0,0,0,0,0,0,">480,000",">=5,000,000",ZERO,<=2 YRS,3.67,47430.25,NA,28650.78,2887.926364,342,699
7457,37.1,Graduate and Higher,Construction,Construction,MARRIED,Non- Government Job,Privilege Banking,Male,Hyderabad,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,5.68,186692.94,115500,718962.48,677739.4778,379,713
7458,36.2,University,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Pune,Own House,Auto Insurance,Bank,3,3,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=5 YRS,1.21,33782.77,101700,1810.48,6070.279401,416,669
7460,34.8,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living with Family,Auto Insurance,Direct,4,4,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,<=10 YRS,1.89,16845.01,150300,1828.19,5751.275728,356,694
7461,36.2,High School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Mumbai,Own House,Auto Insurance,Bank,>=5,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,3.53,18716.8,87500,14822.56,27366.26911,393,650
7462,28.3,High School,Services,Finance,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,0,1,0,"<480,000","<2,500,000",ZERO,<=2 YRS,1.56,19616.31,28000,51370.8,6230.582222,411,691
7463,36.8,High School,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,4,4,0,0,0,1,1,0,"<480,000","<2,500,000",ZERO,<=10 YRS,6.58,19260.16,65520,2508.08,11767.58652,359,651
7464,42.7,Unknown,Services,Unknown,UNKNOWN,Non- Government Job,Individual,Male,Bengaluru,Unknown,Auto Insurance,Bank,0,1,0,0,0,0,1,0,">480,000",">=5,000,000","<1,500,000",<=5 YRS,6.05,47700,93800,0,864.0409091,364,707
7465,61.2,University,Production/Manufacturing,Catering/Restaurant/Fast Food,DIVORCED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Bank,>=5,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,13.06,108886.82,184800,15076697.58,603270.2008,364,717
7466,52.5,Intermediate,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,3.32,19469.88,154700,116403.75,5516.039645,376,694
7467,26.8,University,Production/Manufacturing,Textile,SINGLE,Non- Government Job,Individual,Female,Ahmedabad,Living with Family,Home Insurance,Direct,4,5,0,0,1,0,0,1,MISSING,MISSING,MISSING,<=5 YRS,1.88,12940.9,44100,41895.84,983.7761815,391,699
7469,38.6,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Health Insurance,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,11350.24,32760,2673.86,7523.3,0,634
7471,35.8,High School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Credit Card Insurance,Bank,4,4,0,0,0,1,0,0,"<360,000","<2,500,000",ZERO,<=10 YRS,2.79,13996.64,NA,49189.95,23855.7857,355,721
7472,44.8,Graduate and Higher,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Others,Company Provided Housing,Auto Insurance,Direct,>=5,>=6,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,3.89,41272.84,NA,68040.81,32852.49073,360,684
7473,37.6,Graduate and Higher,Services,Unknown,SINGLE,Non- Government Job,Individual,Male,Hyderabad,Living with Family,Home Insurance,Bank,2,4,0,0,0,0,0,1,"<240,000","<1,000,000",ZERO,>10 YRS,3.52,15393.87,91000,2079.28,34044.85276,365,708
7474,39.0,University,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Direct,4,5,0,0,0,1,1,0,">480,000",">=5,000,000",ZERO,>10 YRS,12.75,36486.36,23100,9007.92,6796.031688,376,668
7475,29.6,Intermediate,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Credit Card Insurance,Direct,>=5,5,0,0,0,1,0,1,"<360,000","<2,500,000",ZERO,<=10 YRS,2.64,25334.64,76000,11174.32,7090.060823,364,647
7477,33.3,University,Production/Manufacturing,Catering/Restaurant/Fast Food,DIVORCED,Non- Government Job,Privilege Banking,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=5 YRS,1.79,10186,192000,190.08,7677.460917,393,685
7478,43.2,Graduate and Higher,Services,Health,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,3,3,0,0,1,0,1,0,MISSING,MISSING,MISSING,>10 YRS,3.61,NA,NA,1316,17219.13341,388,645
7479,30.2,University,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,2,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.85,89060.24,NA,11210.96,10360.34085,382,714
7480,34.8,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,DIVORCED,Non- Government Job,Individual,Female,Lucknow,Living in a house owned by a family member,Auto Insurance,Bank,>=5,5,0,0,0,1,1,1,"<120,000",ZERO,"<500,000",<=10 YRS,2.63,9173.97,42300,43717.31,9944.261352,363,707
7481,35.3,University,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Home Insurance,Direct,2,3,0,0,1,0,0,0,MISSING,MISSING,MISSING,<=1 YRS,1.31,NA,NA,813.4,93971.13732,338,630
7482,39.8,University,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,6.54,36222.96,NA,1762.83,28041.21151,342,707
7483,33.6,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,4,4,0,1,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,7.25,24298.19,NA,29621.83,39522.98223,370,652
7484,37.3,High School,Services,Health,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Theft Insurance for Credit Card,Direct,3,3,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.93,11196.88,127050,378.8,14245.06865,367,588
7486,23.1,High School,Services,Media,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,2,2,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=5 YRS,0.96,NA,NA,0.64,150.9390909,316,575
7487,30.6,University,Services,Health,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,4,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,2.32,30666.66666,63000,0,1792.606932,347,587
7489,46.5,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Own House,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,1,">480,000","<5,000,000",ZERO,>10 YRS,2.67,29688.26,108000,85393.56,4884.973528,359,714
7490,35.6,University,Services,Media,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Own House,Health Insurance,Bank,1,1,0,0,0,0,1,0,">480,000",">=5,000,000","<1,500,000",<=5 YRS,1.19,32200,79100,0,710.8145454,360,703
7491,36.3,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,1,1,1,0,1,"<360,000","<2,500,000",ZERO,>10 YRS,4.97,32914.4,37800,12478.62,37798.49291,373,694
7492,44.0,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,>=5,>=6,0,0,0,1,1,0,"<360,000","<2,500,000",ZERO,<=10 YRS,0.71,11836.3,18000,1055.25,12786.54146,354,725
7493,55.8,Graduate and Higher,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Privilege Banking,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,11.09,99284.71,425700,283855.32,59753.80253,367,719
7494,43.3,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Rented House,Theft Insurance,Bank,0,2,0,0,0,0,1,1,"<360,000","<2,500,000","<1,500,000",<=5 YRS,1.62,NA,NA,7.12,670.3513637,360,706
7498,38.9,University,Services,Finance,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Auto Insurance,Direct,0,0,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.85,33247.69,NA,0,1000.82141,398,622
7500,34.5,Intermediate,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Privilege Banking,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,5,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.89,34167.63,NA,290.72,71774.38093,397,643
7501,37.8,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Home Insurance,Direct,4,4,0,0,0,1,0,0,"<360,000","<2,500,000",ZERO,>10 YRS,1.89,8700.56,42400,5.4,2492.197785,356,635
7502,44.1,Intermediate,Trade/Merchandise,Jeweller,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,1,2,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=5 YRS,1.65,5632.4,81600,216636.32,22369.3,0,711
7504,41.8,University,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Bank,>=5,>=6,0,0,0,1,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,4.01,140930.86,190400,434112.48,17921.1912,356,690
7507,53.0,University,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Male,Others,Company Provided Housing,Auto Insurance,Direct,>=5,>=6,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,3.23,58661.1,132000,425306.14,77359.75081,332,719
7508,33.0,University,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Health Insurance,Direct,>=5,>=6,0,0,0,1,0,1,MISSING,MISSING,MISSING,>10 YRS,3.08,19316.15,86850,2889.2,10623.01215,402,616
7509,39.8,University,Production/Manufacturing,Manufacturing,MARRIED,Government Job,Individual,Male,Indore,Rented House,Auto Insurance,Direct,2,3,0,0,0,1,1,0,"<480,000","<2,500,000","<1,500,000",<=5 YRS,4.86,35853.75,71100,6449.36,484.9174432,411,719
7510,27.3,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Others,Living with Family,Health Insurance,Direct,4,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.85,22276.24,48000,19099.6,10044.76333,344,593
7511,42.8,Intermediate,Construction,Construction,DIVORCED,Non- Government Job,Individual,Male,Others,Own House,Theft Insurance for Credit Card,Direct,>=5,>=6,0,0,0,1,1,1,">480,000","<5,000,000",ZERO,>10 YRS,2.90,18050.16,94500,45270.96,18962.66534,375,593
7512,44.3,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Theft Insurance for Credit Card,Direct,3,3,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.06,52979.76,44800,9268.24,2585.017028,332,656
7513,52.1,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Home Insurance,Direct,3,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=5 YRS,7.44,168000,340200,13.23,7200.892216,254,703
7514,52.4,Graduate and Higher,OTHERS,Retired,MARRIED,Retired,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,4,4,0,0,0,1,0,1,MISSING,MISSING,MISSING,>10 YRS,6.96,168000,189000,1056.72,22746.01827,363,704
7515,31.0,University,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Others,Rented House,Credit Card Insurance,Direct,4,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,>10 YRS,2.58,17217.36,67600,2.08,27371.4187,382,580
7516,46.4,University,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,1,1,1,0,1,MISSING,MISSING,MISSING,>10 YRS,5.64,19169.15,409500,98472.87,52659.0,419,677
7517,31.3,University,Services,Unknown,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,2.11,33057,128700,7603.12,16163.27454,350,612
7518,31.8,University,Services,Unknown,SINGLE,Non- Government Job,Individual,Male,Chennai,Living with Family,Auto Insurance,Bank,1,1,0,0,0,0,0,0,"<360,000","<2,500,000","<1,000,000",<=5 YRS,1.10,16200,25200,0,890.8860226,360,699
7519,44.9,University,Services,Health,UNKNOWN,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Auto Insurance,Bank,3,4,0,1,0,0,0,0,MISSING,MISSING,MISSING,>10 YRS,1.71,37500,80000,13.84,13612.91353,458,576
7520,31.8,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chandigarh,Living in a house owned by a family member,Auto Insurance,Agent,3,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=1 YRS,1.89,32625.04,113400,976.16,14182.88381,303,599
7521,32.3,Graduate and Higher,Transportation/Logistics/Telecom,Transport,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,4,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,5.54,9768.96,58000,8.64,8153.34932,365,626
7522,40.8,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Credit Card Insurance,Direct,>=5,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.66,18765.11,45600,1952.3,52200.5507,349,590
7523,29.5,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Rented House,Auto Insurance,Direct,4,4,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=5 YRS,1.89,19627.38,108900,31371.66,2200.645091,348,697
7524,49.3,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Home Insurance,Direct,>=5,5,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.61,21047.22,46400,1095.21,30657.89983,375,640
7525,26.2,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Theft Insurance for Credit Card,Direct,4,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=2 YRS,1.04,13905.71,25200,39285.12,9982.924456,342,712
7526,39.3,University,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Individual,Female,Ahmedabad,Own House,Auto Insurance,Direct,3,4,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,1.80,27372.87,45000,4776.31,20160.72098,362,714
7528,34.9,University,Trade/Merchandise,Gas Stattion,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Agent,2,2,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,7.52,NA,NA,0,10994.25532,345,684
7529,37.8,University,Services,Unknown,DIVORCED,Non- Government Job,Privilege Banking,Male,Hyderabad,Living in a house owned by a family member,Auto Insurance,Bank,3,4,0,1,1,1,0,1,MISSING,MISSING,MISSING,>10 YRS,7.39,70751.12,230400,73373.28,52048.83021,394,679
7530,30.8,Graduate and Higher,Services,Unknown,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=5 YRS,10.27,24008.56,113400,106936.2,17597.77481,351,702
7531,32.2,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Health Insurance,Bank,>=5,5,0,0,1,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,0.73,10597.09,40800,309.19,42793.31153,320,608
7532,33.0,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Rented House,Theft Insurance for Credit Card,Direct,>=5,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,3.01,39206.97,122500,113108.66,5726.207454,353,670
7533,46.4,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Credit Card Insurance,Bank,3,3,0,0,0,1,1,1,">480,000",">=5,000,000","<1,500,000",>10 YRS,2.40,15695.26,103250,2286.55,10688.28291,372,621
7534,37.2,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Hyderabad,Living in a house owned by a family member,Home Insurance,Direct,2,4,0,0,1,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.89,71323.38,NA,32912.25,111604.4675,396,674
7535,35.3,High School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Credit Card Insurance,Bank,>=5,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.51,9900,17600,0,20107.69282,344,583
7536,64.7,University,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,4,5,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,9.81,64200.33,258800,314289.5,30868.62731,364,717
